FID,STATEFP10,COUNTYFP10,TRACTCE10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,GEOID,Full_GEOID,Town
421,9,3,511000,5110,Census Tract 5110,G5020,S,3361294,0,41.748162,-72.5887588,9003511000,1400000US09003511000,East Hartford
422,9,3,511100,5111,Census Tract 5111,G5020,S,4134639,16533,41.7621251,-72.5986328,9003511100,1400000US09003511100,East Hartford
423,9,3,511200,5112,Census Tract 5112,G5020,S,1899318,59668,41.7762401,-72.5909593,9003511200,1400000US09003511200,East Hartford
424,9,3,511300,5113,Census Tract 5113,G5020,S,1752437,41807,41.7836787,-72.5931091,9003511300,1400000US09003511300,East Hartford
425,9,3,511400,5114,Census Tract 5114,G5020,S,4350932,0,41.7930162,-72.6006137,9003511400,1400000US09003511400,East Hartford
426,9,3,484100,4841,Census Tract 4841,G5020,S,33516491,1297022,41.9121863,-72.5850484,9003484100,1400000US09003484100,East Windsor
427,9,3,484200,4842,Census Tract 4842,G5020,S,34472510,169595,41.8979371,-72.5459588,9003484200,1400000US09003484200,East Windsor
428,9,3,490302,4903.02,Census Tract 4903.02,G5020,S,12108318,0,41.6490446,-72.6943713,9003490302,1400000US09003490302,Rocky Hill
429,9,3,460302,4603.02,Census Tract 4603.02,G5020,S,5801371,158788,41.7573679,-72.8952915,9003460302,1400000US09003460302,Rocky Hill
430,9,3,466101,4661.01,Census Tract 4661.01,G5020,S,13869645,102499,41.8530781,-72.8333554,9003466101,1400000US09003466101,Simsbury
431,9,3,466102,4661.02,Census Tract 4661.02,G5020,S,11031929,29770,41.829096,-72.8456501,9003466102,1400000US09003466102,Simsbury
432,9,3,466201,4662.01,Census Tract 4662.01,G5020,S,8087654,121511,41.9075474,-72.7932887,9003466201,1400000US09003466201,Simsbury
433,9,3,466202,4662.02,Census Tract 4662.02,G5020,S,28553365,41880,41.8907225,-72.8518136,9003466202,1400000US09003466202,Simsbury
434,9,3,466300,4663,Census Tract 4663,G5020,S,10484243,237097,41.8878873,-72.8085703,9003466300,1400000US09003466300,Simsbury
435,9,3,466400,4664,Census Tract 4664,G5020,S,15835269,437960,41.8528173,-72.7906014,9003466400,1400000US09003466400,Simsbury
436,9,3,430100,4301,Census Tract 4301,G5020,S,3279799,0,41.5946573,-72.8758872,9003430100,1400000US09003430100,Southington
437,9,3,430202,4302.02,Census Tract 4302.02,G5020,S,16281879,1434788,41.6181052,-72.8370664,9003430202,1400000US09003430202,Southington
438,9,3,430203,4302.03,Census Tract 4302.03,G5020,S,5194040,30961,41.594445,-72.854823,9003430203,1400000US09003430203,Southington
439,9,3,430301,4303.01,Census Tract 4303.01,G5020,S,9480959,59954,41.570546,-72.8454826,9003430301,1400000US09003430301,Southington
440,9,3,480300,4803,Census Tract 4803,G5020,S,2938235,0,42.0227059,-72.574247,9003480300,1400000US09003480300,Enfield
441,9,3,480500,4805,Census Tract 4805,G5020,S,3637082,335212,42.0115051,-72.5951376,9003480500,1400000US09003480500,Enfield
442,9,3,480800,4808,Census Tract 4808,G5020,S,13156532,7780,41.9927159,-72.5605941,9003480800,1400000US09003480800,Enfield
443,9,3,480900,4809,Census Tract 4809,G5020,S,5842608,0,41.9980068,-72.5114734,9003480900,1400000US09003480900,Enfield
444,9,3,481000,4810,Census Tract 4810,G5020,S,19441818,15152,41.9647517,-72.5261692,9003481000,1400000US09003481000,Enfield
445,9,3,481200,4812,Census Tract 4812,G5020,S,6138925,380121,41.9572912,-72.586606,9003481200,1400000US09003481200,Enfield
446,9,3,481300,4813,Census Tract 4813,G5020,S,7833941,674135,41.9471135,-72.5856962,9003481300,1400000US09003481300,Enfield
447,9,3,430302,4303.02,Census Tract 4303.02,G5020,S,4430088,19886,41.5717714,-72.8792765,9003430302,1400000US09003430302,Southington
448,9,3,430400,4304,Census Tract 4304,G5020,S,9977864,24419,41.5747542,-72.9118745,9003430400,1400000US09003430400,Southington
449,9,3,430500,4305,Census Tract 4305,G5020,S,12387975,64832,41.591653,-72.9184511,9003430500,1400000US09003430500,Southington
450,9,3,430602,4306.02,Census Tract 4306.02,G5020,S,3650433,0,41.607785,-72.8896386,9003430602,1400000US09003430602,Southington
451,9,3,487100,4871,Census Tract 4871,G5020,S,18293335,29750,41.8553416,-72.5528629,9003487100,1400000US09003487100,South Windsor
452,9,3,487300,4873,Census Tract 4873,G5020,S,16159253,1368232,41.8273973,-72.6223091,9003487300,1400000US09003487300,South Windsor
453,9,3,487400,4874,Census Tract 4874,G5020,S,13304568,74529,41.8332462,-72.5880253,9003487400,1400000US09003487400,South Windsor
454,9,3,487500,4875,Census Tract 4875,G5020,S,11954207,85933,41.8112927,-72.5766756,9003487500,1400000US09003487500,South Windsor
455,9,3,480400,4804,Census Tract 4804,G5020,S,4204157,0,42.0087388,-72.5721128,9003480400,1400000US09003480400,Enfield
456,9,3,481100,4811,Census Tract 4811,G5020,S,5745208,0,41.9687729,-72.5673445,9003481100,1400000US09003481100,Enfield
457,9,3,480600,4806,Census Tract 4806,G5020,S,1745996,428578,42.0005258,-72.5997888,9003480600,1400000US09003480600,Enfield
458,9,3,480700,4807,Census Tract 4807,G5020,S,2348788,358555,41.9814983,-72.595582,9003480700,1400000US09003480700,Enfield
459,9,3,460100,4601,Census Tract 4601,G5020,S,9842900,669585,41.7239243,-72.7802822,9003460100,1400000US09003460100,Farmington
460,9,3,460202,4602.02,Census Tract 4602.02,G5020,S,19698410,146289,41.7208638,-72.8165347,9003460202,1400000US09003460202,Farmington
461,9,3,477101,4771.01,Census Tract 4771.01,G5020,S,45324231,43383,42.0025268,-72.6694523,9003477101,1400000US09003477101,Suffield
462,9,3,477102,4771.02,Census Tract 4771.02,G5020,S,27519202,1570915,41.9706449,-72.629328,9003477102,1400000US09003477102,Suffield
463,9,3,477200,4772,Census Tract 4772,G5020,S,36014197,142619,42.0079784,-72.7375518,9003477200,1400000US09003477200,Suffield
464,9,3,496100,4961,Census Tract 4961,G5020,S,3163518,0,41.7319561,-72.7236641,9003496100,1400000US09003496100,West Hartford
465,9,3,496200,4962,Census Tract 4962,G5020,S,2746031,0,41.7254502,-72.7469993,9003496200,1400000US09003496200,West Hartford
466,9,3,496300,4963,Census Tract 4963,G5020,S,2180755,0,41.7425974,-72.738825,9003496300,1400000US09003496300,West Hartford
467,9,3,496400,4964,Census Tract 4964,G5020,S,2856773,0,41.7403321,-72.7514982,9003496400,1400000US09003496400,West Hartford
468,9,3,496500,4965,Census Tract 4965,G5020,S,1367007,0,41.7549548,-72.7522987,9003496500,1400000US09003496500,West Hartford
469,9,3,460301,4603.01,Census Tract 4603.01,G5020,S,7400316,168887,41.7496402,-72.8745402,9003460301,1400000US09003460301,West Hartford
470,9,3,520100,5201,Census Tract 5201,G5020,S,14530955,61531,41.7236926,-72.5476771,9003520100,1400000US09003520100,Glastonbury
471,9,3,520201,5202.01,Census Tract 5202.01,G5020,S,30647252,169127,41.718917,-72.48245,9003520201,1400000US09003520201,Glastonbury
472,9,3,520202,5202.02,Census Tract 5202.02,G5020,S,35227264,209633,41.673674,-72.5329808,9003520202,1400000US09003520202,Glastonbury
473,9,3,520400,5204,Census Tract 5204,G5020,S,18082302,684154,41.6901665,-72.5873551,9003520400,1400000US09003520400,Glastonbury
474,9,3,520501,5205.01,Census Tract 5205.01,G5020,S,18714736,550038,41.6463089,-72.5895048,9003520501,1400000US09003520501,Glastonbury
475,9,3,468101,4681.01,Census Tract 4681.01,G5020,S,91537265,284643,41.9693858,-72.8410402,9003468101,1400000US09003468101,Granby
476,9,3,468102,4681.02,Census Tract 4681.02,G5020,S,13818593,65663,41.9508243,-72.807987,9003468102,1400000US09003468102,Granby
477,9,3,500100,5001,Census Tract 5001,G5020,S,403541,0,41.7454851,-72.678057,9003500100,1400000US09003500100,Hartford
478,9,3,500200,5002,Census Tract 5002,G5020,S,389397,0,41.7498288,-72.6786284,9003500200,1400000US09003500200,Hartford
479,9,3,500300,5003,Census Tract 5003,G5020,S,531516,0,41.7558258,-72.6787791,9003500300,1400000US09003500300,Hartford
480,9,3,500400,5004,Census Tract 5004,G5020,S,948719,0,41.7537822,-72.6675605,9003500400,1400000US09003500400,Hartford
481,9,3,500500,5005,Census Tract 5005,G5020,S,282625,0,41.7590234,-72.6719328,9003500500,1400000US09003500500,Hartford
482,9,3,500700,5007,Census Tract 5007,G5020,S,4137786,1044842,41.7904714,-72.6566418,9003500700,1400000US09003500700,Hartford
483,9,3,496600,4966,Census Tract 4966,G5020,S,3223620,247947,41.7415236,-72.7685109,9003496600,1400000US09003496600,West Hartford
484,9,3,496700,4967,Census Tract 4967,G5020,S,1292395,0,41.7532355,-72.7245667,9003496700,1400000US09003496700,West Hartford
485,9,3,496800,4968,Census Tract 4968,G5020,S,1388702,0,41.7454572,-72.7254045,9003496800,1400000US09003496800,West Hartford
486,9,3,496900,4969,Census Tract 4969,G5020,S,2142754,0,41.7598713,-72.7295515,9003496900,1400000US09003496900,West Hartford
487,9,3,497000,4970,Census Tract 4970,G5020,S,2407397,0,41.7743355,-72.7309224,9003497000,1400000US09003497000,West Hartford
488,9,3,500900,5009,Census Tract 5009,G5020,S,503990,0,41.7811954,-72.6734842,9003500900,1400000US09003500900,Hartford
489,9,3,501200,5012,Census Tract 5012,G5020,S,731973,0,41.7900438,-72.6795168,9003501200,1400000US09003501200,Hartford
490,9,3,501300,5013,Census Tract 5013,G5020,S,262251,0,41.7874393,-72.6761944,9003501300,1400000US09003501300,Hartford
491,9,3,501400,5014,Census Tract 5014,G5020,S,370000,0,41.7819271,-72.6900708,9003501400,1400000US09003501400,Hartford
492,9,3,501500,5015,Census Tract 5015,G5020,S,1789689,13593,41.7904156,-72.6885175,9003501500,1400000US09003501500,Hartford
493,9,3,501700,5017,Census Tract 5017,G5020,S,297600,0,41.7752146,-72.6823756,9003501700,1400000US09003501700,Hartford
494,9,3,501800,5018,Census Tract 5018,G5020,S,512932,0,41.7793972,-72.6810407,9003501800,1400000US09003501800,Hartford
495,9,3,502100,5021,Census Tract 5021,G5020,S,2300537,314337,41.7652581,-72.6727303,9003502100,1400000US09003502100,Hartford
496,9,3,497100,4971,Census Tract 4971,G5020,S,1340644,0,41.7669956,-72.7301972,9003497100,1400000US09003497100,West Hartford
497,9,3,497200,4972,Census Tract 4972,G5020,S,1798317,0,41.7824998,-72.7261602,9003497200,1400000US09003497200,West Hartford
498,9,3,497300,4973,Census Tract 4973,G5020,S,5311493,1328,41.797142,-72.7303983,9003497300,1400000US09003497300,West Hartford
499,9,3,497400,4974,Census Tract 4974,G5020,S,4056599,6237,41.7774067,-72.7550236,9003497400,1400000US09003497400,West Hartford
500,9,3,497500,4975,Census Tract 4975,G5020,S,3828148,10090,41.7963898,-72.7560999,9003497500,1400000US09003497500,West Hartford
501,9,3,502300,5023,Census Tract 5023,G5020,S,1726093,11391,41.7323863,-72.6833285,9003502300,1400000US09003502300,Hartford
502,9,3,502400,5024,Census Tract 5024,G5020,S,733061,0,41.7392343,-72.6762109,9003502400,1400000US09003502400,Hartford
503,9,3,502500,5025,Census Tract 5025,G5020,S,5415089,342784,41.7393274,-72.6567921,9003502500,1400000US09003502500,Hartford
504,9,3,502600,5026,Census Tract 5026,G5020,S,546763,0,41.7396587,-72.6889087,9003502600,1400000US09003502600,Hartford
505,9,3,502700,5027,Census Tract 5027,G5020,S,902888,0,41.7480062,-72.6877223,9003502700,1400000US09003502700,Hartford
506,9,3,502800,5028,Census Tract 5028,G5020,S,465929,0,41.7554113,-72.6879527,9003502800,1400000US09003502800,Hartford
507,9,3,502900,5029,Census Tract 5029,G5020,S,766849,0,41.7581322,-72.6955947,9003502900,1400000US09003502900,Hartford
508,9,3,503000,5030,Census Tract 5030,G5020,S,425619,0,41.7607649,-72.68639,9003503000,1400000US09003503000,Hartford
509,9,3,497600,4976,Census Tract 4976,G5020,S,1791703,0,41.7628755,-72.753937,9003497600,1400000US09003497600,West Hartford
510,9,3,497700,4977,Census Tract 4977,G5020,S,15661825,833269,41.7772412,-72.7895284,9003497700,1400000US09003497700,West Hartford
511,9,3,492100,4921,Census Tract 4921,G5020,S,8886588,1866369,41.7068418,-72.644657,9003492100,1400000US09003492100,Wethersfield
512,9,3,492200,4922,Census Tract 4922,G5020,S,2703222,0,41.7058223,-72.6668704,9003492200,1400000US09003492200,Wethersfield
513,9,3,492300,4923,Census Tract 4923,G5020,S,5448302,35432,41.7195638,-72.6881025,9003492300,1400000US09003492300,Wethersfield
514,9,3,503100,5031,Census Tract 5031,G5020,S,701839,0,41.7676863,-72.698578,9003503100,1400000US09003503100,Hartford
515,9,3,503300,5033,Census Tract 5033,G5020,S,274891,0,41.7720529,-72.6946794,9003503300,1400000US09003503300,Hartford
516,9,3,503500,5035,Census Tract 5035,G5020,S,223440,0,41.77825,-72.6910713,9003503500,1400000US09003503500,Hartford
517,9,3,503700,5037,Census Tract 5037,G5020,S,607129,0,41.7828373,-72.6988622,9003503700,1400000US09003503700,Hartford
518,9,3,503800,5038,Census Tract 5038,G5020,S,1853066,10746,41.7965928,-72.7107501,9003503800,1400000US09003503800,Hartford
519,9,3,503900,5039,Census Tract 5039,G5020,S,1794393,0,41.8000284,-72.7010468,9003503900,1400000US09003503900,Hartford
520,9,3,504000,5040,Census Tract 5040,G5020,S,928643,0,41.7941517,-72.6967366,9003504000,1400000US09003504000,Hartford
521,9,3,504100,5041,Census Tract 5041,G5020,S,324256,0,41.7594929,-72.7041274,9003504100,1400000US09003504100,Hartford
522,9,3,492400,4924,Census Tract 4924,G5020,S,3008128,3059,41.7031581,-72.6896542,9003492400,1400000US09003492400,Wethersfield
523,9,3,492500,4925,Census Tract 4925,G5020,S,3223321,0,41.6954213,-72.6880091,9003492500,1400000US09003492500,Wethersfield
524,9,3,473100,4731,Census Tract 4731,G5020,S,10598514,0,41.830926,-72.6756781,9003473100,1400000US09003473100,Windsor
525,9,3,473400,4734,Census Tract 4734,G5020,S,2303906,46719,41.8508106,-72.6495104,9003473400,1400000US09003473400,Windsor
526,9,3,473501,4735.01,Census Tract 4735.01,G5020,S,24894762,675798,41.8834866,-72.6957829,9003473501,1400000US09003473501,Windsor
527,9,3,473601,4736.01,Census Tract 4736.01,G5020,S,12483568,1228815,41.8759432,-72.6342064,9003473601,1400000US09003473601,Windsor
528,9,3,473602,4736.02,Census Tract 4736.02,G5020,S,3252777,78745,41.866566,-72.6596401,9003473602,1400000US09003473602,Windsor
529,9,3,504200,5042,Census Tract 5042,G5020,S,1168169,0,41.7677281,-72.706646,9003504200,1400000US09003504200,Hartford
530,9,3,504300,5043,Census Tract 5043,G5020,S,811000,0,41.75269,-72.7110529,9003504300,1400000US09003504300,Hartford
531,9,3,504500,5045,Census Tract 5045,G5020,S,887173,0,41.7415615,-72.6988738,9003504500,1400000US09003504500,Hartford
532,9,3,504800,5048,Census Tract 5048,G5020,S,1491699,10385,41.7310126,-72.697982,9003504800,1400000US09003504800,Hartford
533,9,3,504900,5049,Census Tract 5049,G5020,S,1557192,0,41.7489935,-72.7034357,9003504900,1400000US09003504900,Hartford
534,9,3,330100,3301,Census Tract 3301,G5020,S,85675124,3931959,42.0012054,-72.9540266,9003330100,1400000US09003330100,Hartland
535,9,3,473700,4737,Census Tract 4737,G5020,S,7146046,877924,41.835476,-72.6482211,9003473700,1400000US09003473700,Windsor
536,9,3,473800,4738,Census Tract 4738,G5020,S,1887347,174726,41.8105319,-72.6554038,9003473800,1400000US09003473800,Windsor
537,9,3,476100,4761,Census Tract 4761,G5020,S,6348243,885163,41.9369504,-72.6283238,9003476100,1400000US09003476100,Windsor Locks
538,9,3,476200,4762,Census Tract 4762,G5020,S,3985526,0,41.9325505,-72.6518621,9003476200,1400000US09003476200,Windsor Locks
539,9,3,460204,4602.04,Census Tract 4602.04,G5020,S,17592337,146845,41.7130843,-72.8706739,9003460204,1400000US09003460204,Farmington
540,9,3,405402,4054.02,Census Tract 4054.02,G5020,S,4562760,34614,41.6594526,-72.9134454,9003405402,1400000US09003405402,Bristol
541,9,3,405401,4054.01,Census Tract 4054.01,G5020,S,3805567,9932,41.6593482,-72.8926364,9003405401,1400000US09003405401,Bristol
542,9,3,514200,5142,Census Tract 5142,G5020,S,3573097,201934,41.8002804,-72.5321006,9003514200,1400000US09003514200,Manchester
543,9,3,515000,5150,Census Tract 5150,G5020,S,5819702,103008,41.77421,-72.4901088,9003515000,1400000US09003515000,Manchester
544,9,3,515101,5151.01,Census Tract 5151.01,G5020,S,2923785,0,41.7594864,-72.5349963,9003515101,1400000US09003515101,Manchester
545,9,3,515102,5151.02,Census Tract 5151.02,G5020,S,14371253,106427,41.7541994,-72.5596762,9003515102,1400000US09003515102,Manchester
546,9,3,515200,5152,Census Tract 5152,G5020,S,11431978,159903,41.7536433,-72.4889084,9003515200,1400000US09003515200,Manchester
547,9,3,514300,5143,Census Tract 5143,G5020,S,2192298,0,41.7860135,-72.5134036,9003514300,1400000US09003514300,Manchester
548,9,3,410101,4101.01,Census Tract 4101.01,G5020,S,43922641,477659,41.7420042,-72.962274,9003410101,1400000US09003410101,Burlington
549,9,3,410102,4101.02,Census Tract 4101.02,G5020,S,33105208,1247746,41.7792585,-72.952688,9003410102,1400000US09003410102,Burlington
550,9,3,460203,4602.03,Census Tract 4602.03,G5020,S,12261543,687697,41.7406751,-72.8413583,9003460203,1400000US09003460203,Farmington
551,9,3,487201,4872.01,Census Tract 4872.01,G5020,S,7240457,1414,41.8313691,-72.5254299,9003487201,1400000US09003487201,South Windsor
552,9,3,487202,4872.02,Census Tract 4872.02,G5020,S,5730554,12416,41.8443283,-72.5160138,9003487202,1400000US09003487202,South Windsor
553,9,3,514101,5141.01,Census Tract 5141.01,G5020,S,4706324,17266,41.8041617,-72.4934639,9003514101,1400000US09003514101,Manchester
554,9,3,514102,5141.02,Census Tract 5141.02,G5020,S,12371964,37465,41.8015995,-72.543251,9003514102,1400000US09003514102,Manchester
555,9,7,990100,9901,Census Tract 9901,G5020,S,0,106907065,41.2247864,-72.4370409,9007990100,1400000US09007990100,County subdivisions not defined
556,9,7,600100,6001,Census Tract 6001,G5020,S,41573139,2010890,41.4096829,-72.4847352,9007600100,1400000US09007600100,Chester
557,9,7,610100,6101,Census Tract 6101,G5020,S,5328619,2537183,41.271101,-72.538544,9007610100,1400000US09007610100,Clinton
558,9,7,610200,6102,Census Tract 6102,G5020,S,8237365,4470957,41.2693772,-72.5048507,9007610200,1400000US09007610200,Clinton
559,9,7,610300,6103,Census Tract 6103,G5020,S,16390016,222741,41.311885,-72.5204495,9007610300,1400000US09007610300,Clinton
560,9,7,610400,6104,Census Tract 6104,G5020,S,12019527,52371,41.3019717,-72.5635364,9007610400,1400000US09007610400,Clinton
561,9,7,570100,5701,Census Tract 5701,G5020,S,10147035,57728,41.6178425,-72.6920124,9007570100,1400000US09007570100,Cromwell
562,9,7,570200,5702,Census Tract 5702,G5020,S,6427106,18622,41.6165508,-72.6616042,9007570200,1400000US09007570200,Cromwell
563,9,7,570300,5703,Census Tract 5703,G5020,S,15678368,1213680,41.6069533,-72.6451758,9007570300,1400000US09007570300,Cromwell
564,9,7,620100,6201,Census Tract 6201,G5020,S,34999963,1686023,41.3678191,-72.4774422,9007620100,1400000US09007620100,Deep River
565,9,7,585100,5851,Census Tract 5851,G5020,S,61276641,395267,41.4689218,-72.6845254,9007585100,1400000US09007585100,Durham
566,9,7,550100,5501,Census Tract 5501,G5020,S,32755090,2145839,41.6013036,-72.5190751,9007550100,1400000US09007550100,East Hampton
567,9,7,630100,6301,Census Tract 6301,G5020,S,26942172,3764190,41.3473533,-72.4124122,9007630100,1400000US09007630100,Essex
568,9,7,590100,5901,Census Tract 5901,G5020,S,113796050,6074392,41.4812642,-72.5481469,9007590100,1400000US09007590100,Haddam
569,9,7,640100,6401,Census Tract 6401,G5020,S,91506556,1170679,41.3807395,-72.576659,9007640100,1400000US09007640100,Killingworth
570,9,7,580100,5801,Census Tract 5801,G5020,S,32759701,1581651,41.514163,-72.7178435,9007580100,1400000US09007580100,Middlefield
571,9,7,541100,5411,Census Tract 5411,G5020,S,1561177,125862,41.569545,-72.6582464,9007541100,1400000US09007541100,Middletown
572,9,7,541200,5412,Census Tract 5412,G5020,S,8937337,161476,41.5811064,-72.6809593,9007541200,1400000US09007541200,Middletown
573,9,7,541300,5413,Census Tract 5413,G5020,S,2156003,0,41.5922334,-72.704025,9007541300,1400000US09007541300,Middletown
574,9,7,541500,5415,Census Tract 5415,G5020,S,1223454,914,41.5556202,-72.6580564,9007541500,1400000US09007541500,Middletown
575,9,7,541600,5416,Census Tract 5416,G5020,S,656652,200777,41.5622182,-72.6485347,9007541600,1400000US09007541600,Middletown
576,9,7,541700,5417,Census Tract 5417,G5020,S,1878911,134564,41.5536606,-72.6419741,9007541700,1400000US09007541700,Middletown
577,9,7,542000,5420,Census Tract 5420,G5020,S,3986091,46025,41.5395053,-72.639492,9007542000,1400000US09007542000,Middletown
578,9,7,542100,5421,Census Tract 5421,G5020,S,4876211,105254,41.5366022,-72.6720513,9007542100,1400000US09007542100,Middletown
579,9,7,542200,5422,Census Tract 5422,G5020,S,3806513,7061,41.5202759,-72.6742026,9007542200,1400000US09007542200,Middletown
580,9,7,560200,5602,Census Tract 5602,G5020,S,5764594,1175924,41.5787389,-72.6337837,9007560200,1400000US09007560200,Portland
581,9,7,670100,6701,Census Tract 6701,G5020,S,25125691,4827971,41.3149512,-72.3995531,9007670100,1400000US09007670100,Old Saybrook
582,9,7,670200,6702,Census Tract 6702,G5020,S,13838288,12089544,41.2807679,-72.3710657,9007670200,1400000US09007670200,Old Saybrook
583,9,7,560100,5601,Census Tract 5601,G5020,S,54712252,2719862,41.600651,-72.5839044,9007560100,1400000US09007560100,Portland
584,9,7,680100,6801,Census Tract 6801,G5020,S,40878191,14957452,41.3036945,-72.4780168,9007680100,1400000US09007680100,Westbrook
585,9,7,541402,5414.02,Census Tract 5414.02,G5020,S,7920206,116595,41.5567968,-72.6944669,9007541402,1400000US09007541402,Middletown
586,9,7,541401,5414.01,Census Tract 5414.01,G5020,S,22388713,185301,41.5732037,-72.7286729,9007541401,1400000US09007541401,Middletown
587,9,7,550202,5502.02,Census Tract 5502.02,G5020,S,27501386,1081821,41.5407513,-72.5235815,9007550202,1400000US09007550202,East Hampton
588,9,7,595102,5951.02,Census Tract 5951.02,G5020,S,51699538,4004353,41.5018872,-72.4355304,9007595102,1400000US09007595102,East Haddam
589,9,7,550201,5502.01,Census Tract 5502.01,G5020,S,32076786,0,41.5561816,-72.4763973,9007550201,1400000US09007550201,East Hampton
590,9,7,595101,5951.01,Census Tract 5951.01,G5020,S,88815890,2030021,41.4701621,-72.3731834,9007595101,1400000US09007595101,East Haddam
591,9,7,680200,6802,Census Tract 6802,G5020,S,46845002,2403946,41.5220925,-72.6048218,9007680200,1400000US09007680200,Middletown
592,9,5,253600,2536,Census Tract 2536,G5020,S,10774625,644270,41.5955513,-73.4447798,9005253600,1400000US09005253600,New Milford
593,9,5,290100,2901,Census Tract 2901,G5020,S,93896772,6671466,41.9357077,-72.9729214,9005290100,1400000US09005290100,Barkhamsted
594,9,5,320100,3201,Census Tract 3201,G5020,S,25430395,76891,41.9470955,-73.0629127,9005320100,1400000US09005320100,Winchester
595,9,5,342100,3421,Census Tract 3421,G5020,S,50181122,740229,41.6357676,-73.2114114,9005342100,1400000US09005342100,Bethlehem
596,9,5,250100,2501,Census Tract 2501,G5020,S,42463450,2363938,41.520294,-73.3610927,9005250100,1400000US09005250100,Bridgewater
597,9,5,253400,2534,Census Tract 2534,G5020,S,37312547,4097068,41.579487,-73.4516017,9005253400,1400000US09005253400,New Milford
598,9,5,293100,2931,Census Tract 2931,G5020,S,81666018,3603210,42.0053727,-73.0637318,9005293100,1400000US09005293100,Colebrook
599,9,5,263200,2632,Census Tract 2632,G5020,S,119297432,656783,41.8496485,-73.3300949,9005263200,1400000US09005263200,Cornwall
600,9,5,296100,2961,Census Tract 2961,G5020,S,113004844,4028678,41.8495372,-73.2340016,9005296100,1400000US09005296100,Goshen
601,9,5,298300,2983,Census Tract 2983,G5020,S,17450369,183964,41.7829162,-73.082496,9005298300,1400000US09005298300,Harwinton
602,9,5,298400,2984,Census Tract 2984,G5020,S,62303398,718060,41.7453214,-73.0519997,9005298400,1400000US09005298400,Harwinton
603,9,5,310801,3108.01,Census Tract 3108.01,G5020,S,4101386,4872,41.7855548,-73.1255099,9005310801,1400000US09005310801,Torrington
604,9,5,266100,2661,Census Tract 2661,G5020,S,125744062,2745769,41.729782,-73.45414,9005266100,1400000US09005266100,Kent
605,9,5,300100,3001,Census Tract 3001,G5020,S,54860085,661006,41.7425098,-73.2531569,9005300100,1400000US09005300100,Litchfield
606,9,5,300400,3004,Census Tract 3004,G5020,S,30206485,33277,41.76959,-73.1807886,9005300400,1400000US09005300400,Litchfield
607,9,5,300500,3005,Census Tract 3005,G5020,S,60228273,1138242,41.7222554,-73.1413492,9005300500,1400000US09005300500,Litchfield
608,9,5,303100,3031,Census Tract 3031,G5020,S,44925956,3554356,41.6943221,-73.2099997,9005303100,1400000US09005303100,Morris
609,9,5,306100,3061,Census Tract 3061,G5020,S,95927234,2940724,41.8410406,-72.9986804,9005306100,1400000US09005306100,New Hartford
610,9,5,310602,3106.02,Census Tract 3106.02,G5020,S,6130780,0,41.8159206,-73.082232,9005310602,1400000US09005310602,Torrington
611,9,5,253200,2532,Census Tract 2532,G5020,S,30930767,338752,41.5863041,-73.3760405,9005253200,1400000US09005253200,New Milford
612,9,5,253300,2533,Census Tract 2533,G5020,S,6563668,0,41.5568067,-73.4292434,9005253300,1400000US09005253300,New Milford
613,9,5,253500,2535,Census Tract 2535,G5020,S,68802237,528412,41.6465736,-73.4230567,9005253500,1400000US09005253500,New Milford
614,9,5,253100,2531,Census Tract 2531,G5020,S,5071313,0,41.5972781,-73.4085066,9005253100,1400000US09005253100,New Milford
615,9,5,260200,2602,Census Tract 2602,G5020,S,50417654,15763,42.0222151,-73.2957158,9005260200,1400000US09005260200,North Canaan
616,9,5,425300,4253,Census Tract 4253,G5020,S,18086542,532972,41.6930555,-73.0291074,9005425300,1400000US09005425300,Plymouth
617,9,5,425400,4254,Census Tract 4254,G5020,S,33971571,609856,41.6462028,-73.0225143,9005425400,1400000US09005425400,Plymouth
618,9,5,425500,4255,Census Tract 4255,G5020,S,4642793,6744,41.6749458,-72.9990319,9005425500,1400000US09005425500,Plymouth
619,9,5,268100,2681,Census Tract 2681,G5020,S,68121045,143514,41.5554983,-73.2960113,9005268100,1400000US09005268100,Roxbury
620,9,5,261100,2611,Census Tract 2611,G5020,S,148255546,7340396,41.986226,-73.4252735,9005261100,1400000US09005261100,Salisbury
621,9,5,262100,2621,Census Tract 2621,G5020,S,152201143,2058007,41.8607607,-73.4492128,9005262100,1400000US09005262100,Sharon
622,9,5,349100,3491,Census Tract 3491,G5020,S,21817450,346392,41.6648907,-73.0958729,9005349100,1400000US09005349100,Thomaston
623,9,5,349200,3492,Census Tract 3492,G5020,S,9181440,266499,41.6843655,-73.0739327,9005349200,1400000US09005349200,Thomaston
624,9,5,310100,3101,Census Tract 3101,G5020,S,3367147,18317,41.818544,-73.1101916,9005310100,1400000US09005310100,Torrington
625,9,5,310200,3102,Census Tract 3102,G5020,S,1370089,23218,41.8096653,-73.1292427,9005310200,1400000US09005310200,Torrington
626,9,5,310300,3103,Census Tract 3103,G5020,S,970203,0,41.8003813,-73.1178767,9005310300,1400000US09005310300,Torrington
627,9,5,310400,3104,Census Tract 3104,G5020,S,2018409,0,41.8008741,-73.1029142,9005310400,1400000US09005310400,Torrington
628,9,5,310500,3105,Census Tract 3105,G5020,S,1456426,0,41.8125133,-73.1001094,9005310500,1400000US09005310500,Torrington
